puuid,leagueId,queueType,tier,rank,summonerId,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,ratedTier,ratedRating
OMCxq2zI1-US7evJvEK_FE5SUhUrIDXfkflwhhBrIIKhIrWBhOD2hjV_cxuc34C7mZyQcWw5kWc_0w,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,Uld4fJxeggt6liJm9hfRr2HGCuHr5xI8icbI-AKhrtU637o,203.0,110,85,False,False,True,False,,
oRqpnCr000GiRvvXuR2CzlyOdGN2UW92MNmEWr4fH9EEZulhkcdECGXrR2oUngHNr2_3k90Nb1rfvg,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,02w4Pq9h36r51ae7GOQpYeipEuKw3D3RX88lqGqN8X-hp_4,203.0,92,50,False,False,True,False,,
zYkUnvR04q2cW1p-sqeSoQwlfa_wQqolTEW94DGKd9tTnj9wQKS96zTObQlHnaXUCa2wEl7VIy5gBQ,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,ZZ1lJjYBwX5Rcx5-W56j11YaJe1SoZGMAbc71f42C3YY6mzVbePZQADImA,202.0,112,88,False,False,True,False,,
qj_c_LM5rKV0Ik-xogDRgtLHpSncbo596P75jSwksEUX3H5lJ5UM0qn17PdRe2ShJo8eAXq-g_v5XQ,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,cR9B5F_vkN4RUwMJI-JBWFGzhqYVg1I4xg4xgclpUPOj9Q,201.0,156,141,False,False,True,False,,
Js9U5xb0i-NMs_dKwmxgFX8EGj_gpXhbaunkXZV7WwhreASJHWYc_ZN_ECHI4qzH9RbgOXKQy4A41A,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,eiDvqtafJc3UdH1_yAd_87hzQMtbD3SqhOVzbyMZUJED5uU,201.0,97,74,False,False,True,False,,
CME5F4jf7-XErsPhxFkvYDCOJvtqtihx8wT6R1efJLAd4u-prhVClGvd3NGuzjMlVn2HgUVEwOciQQ,95698074-15a0-3698-bbc6-4b602f28564d,RANKED_TFT_DOUBLE_UP,MASTER,I,3560295057622432,154.0,37,2,False,False,True,False,,
CME5F4jf7-XErsPhxFkvYDCOJvtqtihx8wT6R1efJLAd4u-prhVClGvd3NGuzjMlVn2HgUVEwOciQQ,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,SqvYQtw-qnQY_GIRe_I-b2nuyGxns-dX_w1-0TgR1kWcfEHqkNgj2j0RcA,201.0,80,67,False,False,True,True,,
OcCb-iqckgGCvzh-PFM6TOQCYbn5Ss48oO7ee5s1HGN6TmTl6rDlKqW5qX8bRjTyW7mZAAXBbgR_rA,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,LYhADavr6lN-9GtlInn6rOESGTVjRWPHsUFHavPajyofFB8f,224.0,75,44,False,False,True,False,,
p-wdsk4zRAYCIf1t8EEXs4xaQHjrfYxBFGUBuNanb1w08__gtTpNc1k9pzuruhFPyJtykMuKb7gq5Q,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,YIax5Ar5vpffKLVsMtK7x3MvykhBCwfR7LNyhlgrHKIk6WI,200.0,131,106,False,False,True,False,,
aaFGUht49mfKzNkNPkxp9fbOEvbe02kwd08r0M1V6S5EYdCQe3Ig0ckWUzGVmckTJxZseDjQf59HzQ,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,qgIx-CZ-ZctoNPbUO3TMXSoceDoSV-tpGdPQZXzMiIT5BQjQwOhCE2VB5g,200.0,71,42,False,False,True,False,,
iH2o3ear3vmNF0fBwZXWTLanO6_Vskeni90a5lInn_lw3xyqNZo8iUVSEWtyIAdmJWlCxbGKu8EMYw,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,H26ex_tk7v8J3RRzK1gpkdc8jv-LjFVLAJjvX6RPwu65wkXnOICLtUnaNQ,224.0,122,97,False,False,True,False,,
IuYLTP_xxGYa11TGOOL318xjH06i47qt-vrPBHLQ47gy20Q7MqIJOgbiSFbBlDKHo8xXP26S2J_UsQ,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,KkGpPHvLE-DXHUu-zvdKhpzh9OMhFTyjwIK025cpPwSFz4-uUUIX7hNmgg,196.0,179,154,False,False,True,False,,
a4X2HaJEoGcWtLFC4j3OwHeStrWFph9y1SbV81wvOl6yidZ3yHfp4lDSJiDR8MXineMJkPRbUbhiKA,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,uS4Y2NBTYreWOPmEFqTOBIcZGKh8Prr1gn3A-L5nJCPAgA,185.0,133,107,False,False,True,False,,
rDjoeuSs5zEkf1t7L9n9Yx5WBrlaAmGtQts6F9-8NlL9MJtQZ9GECYS8Ccwo6ZlFsSUzVWIpfcQyzw,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,6RAXA32wveZcfdHRNdfMbcVcWFKOoIHJ9MYLk4ZHw6XnhA,141.0,115,85,False,False,True,False,,
erE0eEkRUhl9BAM0q-A_Y-sTdRkkJP-V1aKiRwVfSuD3BXMnQS--ADp8K5UDA589b_pFbKWAZx6szg,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,mCfd62KvCvkYxP9ogDjcpTvtLy89P8D_IBw7wggTBfU4WuU7,172.0,107,73,False,False,True,False,,
G5Rkj4VYUBjLSrUQSoAYPmQbNgwegdnvHHjgSTBvIffUXZ712xfbld7tKZ8Sp4os7i0JC840HE3mNg,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,xkjkexNmNkphq9O7krXPZ3_Oo2f9q8nwlcnKPs7s2Ma8m59n1ws3ennVEw,157.0,84,57,False,False,True,False,,
UKZftqfrlI0UmKfIy4vJ6DahbCnI9-5RuBWbfdBvYB8g2mRLzuwHsIZf93PeLYiHXy98Tw5ICYOVyQ,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,GRANDMASTER,I,UQSMSa__55dhbBfjWch-lEI_-T_QW3hoFpex_ws_wDrNRE77PpEZjszuEQ,141.0,126,118,False,False,True,False,,
xYkxLh8LvQ_YDCvATchfNZ5UZHVz59IH3alG7TeVQj5_xlO_AK2xD8FGYRezFiNZMPmvQXg3-YSBZg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,h8_JuZ0hQoq4g9JwDJj_CHmeK1pvxzyiST2mJLFEGwVddKCF,277.0,74,39,False,False,True,True,,
2NYSDSOxQBS_jbhSlEX4hLhgnETTRGW9MSY3IYxa6ZtiWoV2y-njOW394UlnUOK7APiU5Mk_TbL7Kg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,d9CM_btnrXG2eQX_UTuw6CgDcoFDHZDZS-ADNrY2JBcXsw,242.0,133,110,False,False,True,True,,
0jzb1Wj5z5MU1STVxT8ZXyo8SJCcTBZbiXfhQ-xLQyvXVq1IXMmjvbmKFs1v_2WjypnLPBst_I-IDA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,nKlOc2o3NnTyGVEJugm0Hwts_GIIueo5TvO8paqjlb0DWw,239.0,60,34,False,False,True,False,,
o-tAVgcltRPBBg4Ot5ZujEAoAbPmEG4iz1Ts7IHp7_3OCVgy3ZZMuDM_lZFvY7m2gWoi43EXmi-YDA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,1a6lV8vq6SAdbYWW3zslCquUAuRFlG6AA8YUWmlKv-oR9c-NdesyJMstIg,236.0,135,104,False,False,True,True,,
FeeQYMUJjnkiqaO2x17F1hYOMI8fYxD7mPTQh4DintZQdR5rrIwjKApYiS87AxccX_jWzL7c84d3JA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,Kdr3c78BhSFDGQUAmoRkW7USj8tIkwy3v8yNhIv-I5txofk,234.0,82,57,False,False,True,False,,
HIF1TW3kW4gpjIPwypoyO_MpGpvrWLMzsPfzBsr_zk7tpgP96kKD19b0wkVaf4gBjvIi2D0JAAGCQw,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,zmlSpYiTF23FWPAmMr91zGp5ftLy26-bF7ELCXA9HdcQdkjhCAQ_xYnb5g,232.0,136,120,True,False,True,False,,
6r3_n7c4BR3-uK3OpmT-FYDaDjj9qfm4NOV2zl5YfokuRGxZURt4ZFJEC8GCg7qF5N3rgYS5DhPn0A,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,vH4MD97b0t0z8UP8VVB21ynTmBsMcWFY8OKaG85lWG6eg8wd,225.0,146,120,False,False,True,True,,
_VTy6vwyq_bv1JvppaeEDeueDA3wUlLiA-zLXtloab2KBYlP5WHZIdGQopbVMbC0M7iqRpziZQVGEA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,kQ93x7Ok4Zw2rfh4ZL-doNHJmI_Zd5Oc7XAiEuAQkN7GU4M,207.0,117,89,False,False,True,False,,
eFMsUH51FPMxf8qJbQtOty17k1XopnDBGMBgwZgTlQTYLy_ES0cCk6ArgALVAyY_bRX9DPsH7_s59g,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,0nIooB94gmpXJbXvRvhx-3r3C4Gx5u5Tkf6P_fCoq93csHts,200.0,110,73,False,False,True,False,,
uWVQ9-v9XH8MRe4uZ4GjiW_WWAfXIia1rK6dOUotfjDN1T5JN4wMEt8h3eGnhTmVU5497AJdOok3IQ,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,gm44y4yGEjpGQdHuZsKmQjsOBgVW6XAWtwti1qWAAk_TY2I,197.0,120,108,False,False,True,True,,
wSgV2GHgNhsr4mNSH7VeUSUWC1tsgK-3Gg6CD_igq2tSHM4nLiHRkI5O6DQ_1xjAAIh-l424LFrYqA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,-aMj0xSoEVf4SGCcbo0kll2ShE2jRCTVR_iLSSNDSavH11s,197.0,109,93,False,False,True,False,,
62DtwyvYs39TPAUbzIZTN-BHkyS5XcFOJX7aYUw4FdJ6RbCYUDAyNNaNYGzcA87mnhYywZE3FUWlbw,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,sI7Jw1Wgb4QmJNMUaOlq6CwH5nh1FKz6rNYDkAWE15L4wHE,196.0,66,48,False,False,True,False,,
ZZS9DgETfIcZvcJ13y8foRt7KG_7sPvj2tttFRoJao8tMaQ3hVSHod7S3UgX9X5neYjtoNCiRpCbHA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,H6Ih-Sk0dqO0bxgUN3Y3MAFUQnz4dxCWr3ccRd8jSLcFIs7o,184.0,101,84,False,False,True,False,,
UwSm0ulbdM4UfFEREgxBZsctHs-ql7X0m3z9wrRpfdtKLLGqXbODLrvr7t090vLjiBFNUkrmjwfLzg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,xar4W6W6Ewnq6v5T4KIUgFMCDceu7IfAnEP0NpU-rkhJ5Po,238.0,90,66,False,False,True,False,,
zjiN4N1zBPj3fnH7pEZnWBEz8QJvDW5kkRox21Zi-x9ap1MA_IXxMWuvO-Zl9Z_qQwdrT_YQk4YPhA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,a87zSOZLqiuHm0aHo6ayqzzo_u1oHDCPNzw7khRl_ih7lH8yE2KWMz5vew,188.0,87,59,False,False,True,False,,
pS54CKUYYER5MrmMyJ7CvPWMqGgFCTQu_DFR6mPFmtt5pgu-XtCHKsnv7HZxuoLGWr9q1k1dvzalkg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,wwkN4vgeN2TdhWHKCyl3ymIBKKytRjpox_d5bM_0uQfYaZiJMFACRYIqMA,188.0,87,62,False,False,True,True,,
TZnO5byyfVm1Rpg89imrpO7Pi3prkyCZkxQOVLN1vJCSU4P1irGCLFs3QIVEWKmfy_UTEjcc6SLpFg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,um6WD-8VKM_Qo8F_GeCsehnXZJ78Ivp30Yz-VPP2wo_f_IOP2zFCXtnWiQ,187.0,105,84,False,False,True,True,,
OsRtRk1GtXnNeMGG6JRK8FmAHhFZGFyn0xzVd48U49q2yFdyqRc3kcPt0i4LlNbuUEWGdO8CuGOk1w,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,nw6yvcwq_7GStVfQPk9A9EGFajbv9NM-hFfpFiqvST6oG7E,186.0,52,21,False,False,True,True,,
X0_t4dgPGojhvqTB7XqECjO-_hfuPSiMQzAAceniRVzYnISb2diUbk9oOszxcgRs96f_raNipNu7Mg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,0e7KuzZxFGM7veovFjJX4YQZ-_y959SjDwmXgxCEz9Eg-A4,185.0,98,73,False,False,True,False,,
H3zkn0IMTMGJqZWKr5wr_52WO8kj5k1ogN3dB7NBHza5aBcoNEUMBcQohqZTGxkNeOywKaIHJ4-Jag,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,plsCcxLrOUUPvJCMADOwTt7ZmSjnVtAXAiXobuxO_foz5dhk69CS0X--AQ,185.0,72,53,False,False,True,False,,
JFbKei0Ma-mBQuukqRit7_d4_17has3AwJMtfg1v7sslR80G9w4SlpdpwjoYxy9QNn5E7419aIdo1A,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,euu3jYdINVcWCNBZSyimZ_OqQPrE6DSQ5BFrXXO1a0vj2gM,181.0,97,68,False,False,False,False,,
1fxG4So8QNowjC7_nXk6jeisAKkCRy27Z7jCN70GK2Ps1zdKqJfU7LH7_Eo4vnW3NGAy3mSOsfJQ6Q,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,z5WvAe8gdE8QlcYQ-D3Ffiu5z54wv_WIHjI9e81yel69_0w,189.0,102,79,False,False,True,True,,
n88Y0fh5iBdXKoOPQu-3akslXDAvqBzvQvMEI_UW0MuzCpSpm-b3JatUUnJFaixiyjVCfc2G_zcBZA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,4yHS3BUyVt-qJtg5VaTZXygePZJwEAUemN3DKG-Eg98rboA,134.0,170,156,True,False,True,False,,
RsIA41te1stwSw0Pw9toD6UFkMHzFUw_7yddfRATHKpnIJ3hzhnrEdBkTyAgZNsBlCXV6oNmSPHsYw,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,eyyQu2q3HzwxGk3K-JcQVIOVj5gCUP_7dtTVb1gsYjA0OqjKLN5QD2pfEQ,178.0,62,41,False,False,True,True,,
qmkwhXyInI6ZQl7DmmGnO8cZvH44gKyilJ-roJuycmHABJN4KnNor2f-Kaa68HV7WTNfdvtOfZ-a3A,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,KnwAKYJ7DBbusPBHJ3tT9NTMqpsyWr20WoRhoGyFWWa_5Ps,227.0,95,75,False,False,True,False,,
WIp-NKElMYbahu0Swi1vEuOHXS-y0nHWYbuIOLgJddhZUOUcHbR6x8SDUwXXKOh7eSF9jiC8xtfsvQ,7d135766-944c-436f-bd84-e35d8e6f6d0d,RANKED_TFT_DOUBLE_UP,GOLD,IV,3342318609270272,59.0,4,2,False,False,True,False,,
WIp-NKElMYbahu0Swi1vEuOHXS-y0nHWYbuIOLgJddhZUOUcHbR6x8SDUwXXKOh7eSF9jiC8xtfsvQ,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,Sl6gp3hUMJwK6eqpExT24W19OfMTqNBxW5FPpvr5YxciwXDKMp5gjwkfBA,176.0,100,89,False,False,True,False,,
JoSMB0_f8_pifHx1PGFISl3vqAeG2G0rUvNlERM0ueD9DawGaGgyVSjFS0RZIdpdi2MssG5vVsHYqw,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,Yly9uN2GmXwwJhrOh07lmEktwlgX7ebigOihqZUiB5umaQ,222.0,113,88,False,False,True,False,,
SSnpNIUGTeNov2mM05SyF78d7GBQZK-pEi97hjnMmdFEWGyJWwwJeddc-ve4AseYatOwFWGSKdIj4w,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,TTPpomMB8jRCQ9JNemaSjFH0AmnzXWOflIMdszL-PWL_ooon3ppljqB6xA,175.0,74,45,False,False,True,False,,
6cH2CQfpmNF78fXCIWnz94guuNLFXZxqRlEXNqmtZ3lUdKi0TptupcLvXsI8CZKa369wOtxEtoWJPg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,Y78bWdF2KjWqWiX_M30Gc6i97l1kdYbsNm-NIgYvtEoa-g,175.0,68,41,False,False,True,False,,
0YV7didclxGV34PofCRkgfVJw11t0HgfDa9SJwXCVPhk4LdEvaj77oZ8cbHz2WqgMjbQCMmget30_Q,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,el9pbYk6SA8w1de8Eh-amp_n-ChUhlqp1E8CUTzC6A13_Dw,174.0,127,98,False,False,True,False,,
yANfBx-cGjFftjvHgIbFbpqS4grSiEWIIoFF9yiX1qP4tb6LoMMu4eqsQx7JGm4dV4d5D-EH-fsnKQ,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,bVdQWqWwNfH_DDb1I3tRfglHpWBoZ0V-uU2-IwZEbfbFUY93iKvz1kUCRQ,186.0,76,46,False,False,True,False,,
UpIxCX39ZD0vA_TB9pvvSyzrHAHlZJ_viTNpZe7D5uAObIdLJV4btqZpBMYdOzAkfiL5h2-7X1775Q,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,oYoLeYhKQCmw-_dP4ncDg1kszMs0cdS_EGa1bIx-lR7hZBkXpNOMS0E0aQ,173.0,147,124,False,False,True,False,,
2D3YKbeDHreEaAqWxP4mKHPAXvfO-X29nDiKcmUiZMJ9zXpbuJf0aTKRnsB7JwD6ZuIea5YUubjRGg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,9Hg_iSAbm4br3AOelpWMfpPRmBuD_tEtlLpOxC7Bcnora_FV,186.0,127,94,False,False,True,True,,
1-jgDSIafChqXk-yvHJ0hdp5bHoWJ5Aorlp4fMJI2910xPS0vCE9LKxtthkzLKPpE7wvhoQ8kitq3A,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,WmmY0WbvbanY0g0E62Ur9kBKwm5m0zHMFYUrMbmG926d_g,173.0,90,66,False,False,True,False,,
49k0BdGN7QihZ1eRQ6VccWk2jsWkYPvDeAJAsvMlmFVIvyHmzI4GJKruIKfv9nOHzhTuVsbqZAXEvA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,kW_UQAoigJe7dNvu4s6y1QqRHLaW7SZW2iIFBmUkVThR65d47qj0SWXW1g,172.0,86,57,False,False,True,False,,
N0ptNvVDy0qti-stnC4EkU-1uyyZH2V9ac5VY5SzzcqsG_3gxre8ak0XMsNsn7Ooo2wqiTeDA-g6_Q,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,snjftfpUwhokgx56bAl8Fkc_pCZVhr7mUtWFHn3wKr0UcUV7ef0DoLBbDQ,171.0,66,43,False,False,True,False,,
IgEAH4VaCSKu5R6OCaF9T22FDu3P-A-lDCSXuRDT06400F74zsmHjaMkloWxhMqvGGA2CazdqNCsKg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,AxEqYgHC5lhVcQdtEoaarWWSXIRiJLGLE_phcVanI6XWeg,203.0,99,73,False,False,False,True,,
0Z8Q5MNYgpPYGyOZahR8k2VPIT3AXUNGOyYbpptZlYAj2gIq4L0Y8W81sjiyuNzGtorZjLeZkjaT1w,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,J_Rj_8oiQg2pl0c3039ytp2LFwFOQ0viQmeT-DNNyTiVaPY,170.0,63,33,False,False,True,True,,
5A3U0VF9sRKuEqqy_zu4dEjE54y9SAryExux3EqnsanoD7U4z4w5Jo69MgCbzxJhPxWROa0X3tNy7A,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,sEZ1jnOGmKqN0BM2K1AqWy0hEa0v_z-E6JBZI7TqYyZnbw,169.0,127,99,False,False,True,False,,
Y_k4Fchh-pH1HxzejU3w0lEyN7zxUrViH5VIpnBOVxYaN1ccJEKMIgW7skvL1IeqT5R5Z6NWCy5JvA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,iMa4dAKwqlvekLdp872UkXi7t2nRYkyA4bJQb_izfrDxq8c,179.0,77,49,False,False,True,False,,
vEuP_J7XXmBRZXAi-KSWth1OSIa01u2ipTwgOR2jOshd0MKSu7dWNEeRVat5JCsWbmVMng0FCbwzUQ,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,zChMyu9MwZY6qqu6QbMN15vZw-z8P47TuFrOUO8ObRDqbF2WE9y-Wr4Bjg,167.0,64,34,False,False,True,True,,
XcYaf1QzR6ACP_Z2k4Idgx5_xAVSI_4HNfgwBfxq4LnSpLt5rBIhI6aLGlNWRncbpZWcQ6RS7eSBWA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,71oRxezMdByKmM6BTjPIbHPxKB54SmQesbPHagJyU3B85iE,166.0,111,75,False,False,True,True,,
yIbj5igjLVioak3ZdIiHX5iW9pkTsPUQ8cI4ufEmgjrzxWhkfUP-r5Odon9iD8gALjoGTMjVu78LBw,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,9vqVfBbKvo_VCU4ocWU8cjACBDZibAocKPTDASJsPdeCrxU,164.0,105,78,False,False,True,False,,
oKr-4pRrjaJhDvUNE6Wo5o7J0AxViS68ZKSR-pujuuLnunDxJKxtI2XqRrRNfLeOEiyWgUSicJUavw,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,dY1iiELAk3Olf3HysLz1Lmvj7dE6YWQAyP5xvMMkR6zDkw,163.0,116,111,False,False,True,True,,
iqGJrLEAbGsW-fh_5Z8T-zKu40bLl6x0-F-NVXU2j5OwMaGzbQriF8Rfvm9POzR3NpXPwdwJKoqsbg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,Xp1_gzJV1VkWqw8N_F0l8jBQdIt-u-dqYksvLbxmpQFsNv8,196.0,140,96,False,False,True,False,,
zHpvWj2yNYjoSekO20IH0G07epD05jw6LvokQJSm_DzqM-WPd8KCZJPj4-p10tRHEuYawiajIOsEAQ,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,JyHMZ4fv1vjTnTO5IOvVUkqs3p6ktSlC05wVds2XLSuQQOTZpIrenUxbAg,160.0,123,98,False,False,True,False,,
UQoQjampvPoxKO2J4eh4SDujUun3lZ6Ki18sTJQ0X_c_Mp726oajh3eZRero-dhz3ocbpSA-uxL6vw,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,Q686PkmQSygSG2CgBZJrRYiHkp_PZDX73cz931Qa351cA9k,160.0,68,39,False,False,True,False,,
UQoQjampvPoxKO2J4eh4SDujUun3lZ6Ki18sTJQ0X_c_Mp726oajh3eZRero-dhz3ocbpSA-uxL6vw,834c9990-a29e-4af7-8f6e-e072ec526d35,RANKED_TFT_DOUBLE_UP,PLATINUM,IV,10391619,5.0,13,6,False,False,True,False,,
DFHc2ZwmxuheZZbx2DbD5D1LdXzlsl91Hfq2YE7xf7tL8zfSW5TCwF756OMOk7iHb-LOx3TujO_JwA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,gtlOv09_ceWi2RgbZfK3hJVoqs90ltv9qtCxRiVBGeIeGVM,160.0,57,20,False,False,True,False,,
JrNiiRHMzXnGCDlPt9dNS04BXI5TJosIkl8auLauKdm3QryXV_HzoXtJkdP5kZYj_Rkn8008YywW8Q,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,8Vo2_MfYNOFcyVc9t1TIvWmvI2QdFeNCA1bTwqNtbJeIhwhExOz1DkMVRQ,159.0,123,97,False,False,True,False,,
okBAKuz8xeD0ZddJfmRV-VyVONg-fywgHugj1H7bzwjKEuGSHuKLhWNnFSK4KHE50oLuUK4_mIc1rQ,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,0cLeztyyI2xkr17PC89zo_jSqPtO6CRTd0HRiwIFK0pMpTHG2YufF-4IhA,156.0,88,63,False,False,True,False,,
j_9DRihsLwM4Kf4OX_KrW1Ok5Ab65LqQY6Hlys-P4wJP_KdHnb91BYahH9XVjTAu313liedPsuzrIA,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,bfdE4GEf1fuaImg4qsrIxIvpMATvEtRZLLY_8hCqOu57e5w,155.0,135,126,False,False,True,False,,
6TE8C6Ac5PKYuMC4MUMXe-DRhacRE0ZWqUMiYRZ8zM-8TxgLfj4YM6JJJknkJ2OaVDqI8qyUAebkrQ,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,_i249veoPTm39FX5dQH78Bz3DxaUjPyKQPf3iyOxJpMlTqo,155.0,128,100,False,False,True,False,,
UJWHguP9UFSqmyRlKEwrh7yKrU8R26dSwdjZAHzL5Nq8oYs_2SZYFoljo7P6Mu8wtMB1TeZXSEYIvg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,QXVReT-6x8h15oFOHAAsp7q5v7eAAINCMx2wT9giSL3jsR9XE3NMRwuQNA,154.0,168,151,False,False,True,False,,
_MF8co0Ckfks4xVKSGpVG2UaLUPjqWv8KMXaDbYV-RJnhfUnPi2VNHXisLoZakIpKnbv-LWgIT9LLQ,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,oDT5HeFexOMASvZY6uMxc1TXpqlyxrF4GYsT2NFqDAf8hHa0H-xuzSqqxw,154.0,90,78,False,False,True,False,,
ornERRj8EguLgFPIXo681wm3Tv2JQkwaDLxL4kL1mb0CV3wO5d2zOg5a-wn4BcuO9hfjh0FC-y10mg,f8870d96-63cd-38b4-bbfa-edf0de375aca,RANKED_TFT,MASTER,I,pgbUUzH1MkMskEENRV4b2w5C5i5rzmvcrx2C04khRoMJDN1S1rUmuoZ_ZQ,154.0,57,29,False,False,True,True,,
