puuid,leagueId,queueType,tier,rank,summonerId,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,ratedTier,ratedRating
eRsXbJZuuzaRIcJ8R7oDnJ3R6vhS-oh5pC7lQDuy1fwgYvQpJhJEisdQLNvhImVPjuKqYCePZutSuw,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,NvalKMCdSl9S-PXLK8cobpspPtOhMMv5cNllNdNCrXkyKWh2IHd4BMVRYA,509.0,142,99,False,False,True,True,,
sGKHeRz8_8l9Y0sofAH5HclNzE3ycK_W3gNS5_3fVqSOppA7uR9SEiFCq3lqn6hlFAWh9SCy12-74w,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,HMDq-elosybg0hzImrTR-GJnTTlN1H6NrUGI47kPlhd1VNyrw9qTPcrV4Q,509.0,139,109,False,False,True,False,,
86dy6R_TmxGO45aCFmyDjWGfaG4OKgesB8PE9A8P-P6I_jjVu8nod0FfAjGEBiO_ALgUWxeBAZ_YoQ,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,q0c06doADabhLSsubgH6Enn_vH_yab_Yz09apbqfeqiNbOsvEx6CLwZuTQ,508.0,167,123,False,False,True,False,,
mELUedJHjlRlbM5fxW-epfqLn6b-UiQIY0PyRBl000fYvJI2jFBE6ocL6OqaAkHWVoZ6TLFIyF0s5w,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,FzuMiJEHrc3HcOtwEz9V19qhYvwWkiyukZa2HipQrMZOkI0IbqO1wzVerg,506.0,109,76,False,False,True,False,,
1GhT5SYIG6hGWYzOjFJI7K-7hba6uEeBn_8Qn7tgHi4qbB_kuIlCDxl5h6rKfH1iJcqmPU2F921qKg,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,aadhtQfEa7Uw6hZgnsDGp4-3nIytCnEv2lk9kKj3EUqiCHg,505.0,196,173,False,False,True,False,,
jmrBONy1c1so_DHLUV8NrRM7nVV0UGCR0k7IiC2_0G9bs3J_UOPJSh71TNqPKehlNJbb588zdiNW5A,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,lO73n0STmzgV8gvq2Rl3us7tVPjOwO46sNKB4lmp1meAjRQ,505.0,130,102,False,False,True,False,,
wJ4t5pLnOnYegHvq8smLqecKWT3jmL1Nhx0zxzUf6g06Ah3IvLYCwSYZx8WnWLreZqCmlwRs_s_ZyA,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,C31hmMsR0xXYmUbTWCkhZzp-k6CKlqHvWJwPNzSzhLZcaNlAO9BonpuA3w,505.0,121,94,False,False,True,False,,
fS1K2EsPVvYnUzNN_zA-KXyPHMl84Nv4FTR89RHWn9So6Qd50_Sv6v1P3M0Fn7CfJiE7yVklk91EbQ,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,slBOYeYsYfbRBljG05slzTU4Drytrjmyj3XJH8wgQxeRx8g,503.0,152,148,False,False,True,False,,
Iv5-gfQMnlAgmG-unnLLiFGyIZ7msAEB2dI4HNiQRVLkfm8mAeEUT9CGe4HRIQM_UWP-2klzbUmwZw,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,NVeKG-Ap7Zp9lvxAmnmnaFDir0HjCEKsfzCf27b0rATCQfA,503.0,118,90,False,False,True,False,,
ZboLwS6790Z1dICl_IlGQBdV4sS6wXZ4w2G-Hfruggls_3Yb9NUnaJCM5660ssrchNMlofbm11YDSw,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,4zHUZfXNZ_iYcQQTvViHwsoKJAvt4kQNLaCzp-Tl_C6xCUI,503.0,102,71,False,False,True,True,,
65xNN33_DPiq4IzztTEzJ9Z7JTNqGCcs7-NoPKRAiJctp8fWS8Vr-yx5mJKjLuuF67W4Mj9kG5rJTA,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,TAyuVzHCAEiFLG6onoJRpeNMdr1_nBur_37qkaxkDOUjgw,503.0,90,56,False,False,True,False,,
65xNN33_DPiq4IzztTEzJ9Z7JTNqGCcs7-NoPKRAiJctp8fWS8Vr-yx5mJKjLuuF67W4Mj9kG5rJTA,674a9848-b9b9-4cca-80d4-0908d99d12e9,RANKED_TFT_DOUBLE_UP,PLATINUM,II,3766271,10.0,12,0,False,False,True,True,,
eFMsUH51FPMxf8qJbQtOty17k1XopnDBGMBgwZgTlQTYLy_ES0cCk6ArgALVAyY_bRX9DPsH7_s59g,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,0nIooB94gmpXJbXvRvhx-3r3C4Gx5u5Tkf6P_fCoq93csHts,501.0,131,86,False,False,True,False,,
XcYaf1QzR6ACP_Z2k4Idgx5_xAVSI_4HNfgwBfxq4LnSpLt5rBIhI6aLGlNWRncbpZWcQ6RS7eSBWA,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,71oRxezMdByKmM6BTjPIbHPxKB54SmQesbPHagJyU3B85iE,501.0,131,87,False,False,True,False,,
WBU3iMLvLU7TYItTfENcDnLBrA9IPdwegXxTreremDKH-oV2HpXj9765HxpxKeCmv-p1Zx9yW1IPPw,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,CHALLENGER,I,Y_s9tzyMywVpUi5bU5XreHmllkUNdF0sBWpWayD9n5DE1LU,525.0,155,110,False,False,True,False,,
